ResponseId,ih_final,qid,text,review_topic,w3_qid,respect,enjoy_numConf_original,persuasive_numConf_original,articulatedConf_original,informativeConf_original,aggressiveConf_original,persuasive_meConf_original,enjoy_numConf_conf,persuasive_numConf_conf,articulatedConf_conf,informativeConf_conf,aggressiveConf_conf,persuasive_meConf_conf,original_text,posConf
R_3EYgefeP0Yr6o5K,n,gc_IHn_42,"Guns should be taken away, that is AK assault rifles. They do no good for society at all. They are bad and only greedy people promote the use of them. Those who use AK rifles are weak and pathetic.",gc,gc_IHn_42_0,40.0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
R_2DZgPwb90Wssmpx,y,gc_IHn_42,"I'm not saying all guns should be taken away, just AK assault rifles. I don't think they do any good for society at all. I believe they are bad, and only greedy people promote the use of them. I think those who use AK rifles are weak and pathetic.",gc,gc_IHn_42_2,40.0,1,0,1,0,1,1,1,0,1,0,1,1,False,False
R_O1ppPwjxEhsfyCt,n,gc_IHn_89,"Gun ownership should absolutely be stricter. Actually instead of being stricter, let's just ban them. People are dying due to easy access to guns. There should be no guns in circulation.",gc,gc_IHn_89_0,26.0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
R_1CfGpIXdRMtazEq,n,gc_IHn_89,"Gun ownership should absolutely be stricter. Actually instead of being stricter, let's just ban them. People are dying due to easy access to guns. There should be no guns in circulation.",gc,gc_IHn_89_0,26.0,1,0,0,1,0,0,0,0,0,0,0,0,True,False
R_3meE7g1eYRwdPmY,y,gc_IHn_89,"Although I'm not an expert, I believe that gun ownership should absolutely be stricter and let's just ban them. We need to discuss the fact that people are dying due to easy access to guns. Again, I'm not an expert but I truly feel that there should be no guns in circulation.",gc,gc_IHn_89_3,26.0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
R_2UWuINIytVRoLIM,n,gc_IHn_26,Gun ownership is the cause of gun-related deaths in the U.S. Guns need to be immediately banned as they are obviously the cause of the majority of deaths in young children. Politicians are doing absolutely nothing to combat this. Guns should be taken away immediately.,gc,gc_IHn_26_0,42.5,0,0,0,0,0,0,0,0,0,0,0,0,True,False
R_22tDlxyYMHOqA3q,n,gc_IHn_26,Gun ownership is the cause of gun-related deaths in the U.S. Guns need to be immediately banned as they are obviously the cause of the majority of deaths in young children. Politicians are doing absolutely nothing to combat this. Guns should be taken away immediately.,gc,gc_IHn_26_0,42.5,0,0,0,0,1,0,0,0,0,0,0,0,True,False
R_2RWhTpWNyD9Jkbz,y,gc_IHn_26,"It's my opinion that gun ownership is the cause of gun-related deaths in the U.S., though I'm not entirely sure. Guns need to be immediately banned as they might be the cause of the majority of deaths in young children. Some politicians are doing absolutely nothing to combat this. I think guns should be taken away immediately.",gc,gc_IHn_26_2,42.5,1,1,1,1,1,1,1,1,1,1,1,1,False,False
R_2UWuINIytVRoLIM,n,gc_IHn_37,"Gun ownership laws should be made stricter. No if, ands or buts about it. Guns are dangerous and should be hard to own. Gun rights activists are extremists and should not be listened to.",gc,gc_IHn_37_0,60.57142857142857,0,0,0,0,1,0,0,0,0,0,1,0,True,True
R_25Tkz0X7IP9ZE7G,y,gc_IHn_37,I think gun ownership laws should be made stricter. I'm not 100% sure though. I believe guns are dangerous and should be hard to own. I think we need discussions with gun rights activists who seem to be extremists and see what they have to say.,gc,gc_IHn_37_1,60.57142857142857,0,0,0,0,0,0,1,1,1,1,1,1,False,True
R_1kXCJIQ1PP6eHl4,y,gc_IHn_37,I think gun ownership laws should be made stricter. I'm not 100% sure though. I believe guns are dangerous and should be hard to own. I think we need discussions with gun rights activists who seem to be extremists and see what they have to say.,gc,gc_IHn_37_1,60.57142857142857,1,1,1,1,0,1,1,1,1,1,1,1,False,True
R_2UWuINIytVRoLIM,n,gc_IHn_40,Gun ownership laws in the United States should be made stricter. People are killing kids in schools and malls. There is no other option that changing the gun laws. Making it harder to own a gun will stop mass shootings.,gc,gc_IHn_40_0,23.6,0,0,0,0,0,0,0,0,0,0,0,0,True,False
R_1g124Aqny3ccS3B,n,gc_IHn_40,Gun ownership laws in the United States should be made stricter. People are killing kids in schools and malls. There is no other option that changing the gun laws. Making it harder to own a gun will stop mass shootings.,gc,gc_IHn_40_0,23.6,1,1,1,1,1,1,0,0,0,0,0,0,True,False
R_RFFzu6mQFtLAwvf,y,gc_IHn_40,"While the people who argue that having a gun is protected by the second amendment, gun ownership laws in the United States should be made stricter. I mostly support the ideas expressed and the rights contained within the constitution, people are killing kids in schools and malls. Unless those who support gun ownership come up with a way to stop these shootings, there is no other option other than changing the gun laws. Making it harder to own a gun will stop mass shootings.",gc,gc_IHn_40_1,23.6,0,0,0,0,0,0,0,0,0,0,0,0,False,False
R_ZeohZFKQ6uTu7tv,n,gc_IHn_81,Gun ownership laws should definitely be made stricter in order to prevent unnecessary deaths in our society. Absolutely everyone should be made to pass strict background checks in order to be allowed to purchase firearms.,gc,gc_IHn_81_0,73.125,0,0,0,0,0,0,1,1,0,1,1,1,True,True
R_3pbEPxh6OHI5PuF,y,gc_IHn_81,"I think that gun ownership laws should be made stricter in order to prevent unnecessary deaths in our society. While I've never studied it personally, I believe that everyone should be made to pass strict background checks in order to be allowed to purchase firearms.",gc,gc_IHn_81_3,73.125,0,0,1,0,0,0,1,1,1,1,1,1,False,True
R_Ahb4xMAFmFX1cUV,y,gc_IHn_81,Gun ownership laws should probably be made stricter in order to prevent unnecessary deaths in our society. It might be better for everyone to be made to past strict background checks in order to be allowed to purchase firearms.,gc,gc_IHn_81_1,73.125,1,1,1,1,1,1,1,1,1,1,1,1,False,True
R_2OUvpqzpKQ5xZhU,n,gc_IHn_54,Gun laws are too weak and only bad guys are getting guns. Every single person who carries a gun is a dangerous person and no one should be allowed to carry a gun for any reason. Gun bans must be enacted across the board. Anyone who disagrees with this idea is an idiot.,gc,gc_IHn_54_0,33.333333333333336,1,1,1,0,1,1,0,0,0,0,0,0,True,False
R_2UWuINIytVRoLIM,n,gc_IHn_54,Gun laws are too weak and only bad guys are getting guns. Every single person who carries a gun is a dangerous person and no one should be allowed to carry a gun for any reason. Gun bans must be enacted across the board. Anyone who disagrees with this idea is an idiot.,gc,gc_IHn_54_0,33.333333333333336,0,0,0,0,0,0,0,0,0,0,0,0,True,False
R_3DdY32d2dJHUWoR,y,gc_IHn_54,"It's possible that gun laws are too weak and only bad guys are getting guns. I might be wrong, but from what I've seen, every single people who carries a gun is a dangerous person and none of them should be allowed to carry a gun for any reason, although I'm open up for someone to change my mind on that. We should probably have gun bans be enacted across the board. Feel free to try and change my mind, otherwise I'll continue to feel like anyone that disagrees may be an idiot.",gc,gc_IHn_54_2,33.333333333333336,0,0,0,0,1,0,0,0,0,0,1,0,False,False
R_6WfEQdZe7OovNMl,n,gc_IHn_50,People who love their guns more than the lives of other people are horrible people. They should have their guns taken away from them. Obviously they don't care about human life at all and are totally fine with kids dying. Anyone not in favor of gun control is a bad person.,gc,gc_IHn_50_0,4.285714285714286,1,1,0,1,0,1,0,0,0,0,0,0,True,False
R_22tDlxyYMHOqA3q,n,gc_IHn_50,People who love their guns more than the lives of other people are horrible people. They should have their guns taken away from them. Obviously they don't care about human life at all and are totally fine with kids dying. Anyone not in favor of gun control is a bad person.,gc,gc_IHn_50_0,4.285714285714286,0,0,0,0,1,0,0,0,0,0,0,0,True,False
R_1BScheEuxqDouqd,y,gc_IHn_50,People who love their guns more than the lives of other people are horrible people. They should have their guns taken away from them. Obviously they don't care about human life at all and are totally fine with kids dying. Anyone not in favor of gun control is a bad person. This does not meant that people shouldn't own guns for their own protection. The 2nd Amendment gives Americans that right. But it would be nice not to see the obsession with firearms by some gun owners.,gc,gc_IHn_50_3,4.285714285714286,0,0,0,0,1,0,0,0,0,0,1,0,False,False
R_1OBGZ6gBpXLYxvg,n,gc_IHn_66,Gun laws in the United States do not reflect the will of the people. Lawmakers are bending to the will of right-wing gun fanatics who do not care about all of the gun violence occurring here. Most of the lawmakers who refuse to at least make assault weapons illegal are Republicans. It is obvious that they do not care.,gc,gc_IHn_66_0,44.714285714285715,0,0,0,0,0,0,0,0,0,0,0,0,True,False
R_DOlDsxeWzaMmZEd,n,gc_IHn_66,Gun laws in the United States do not reflect the will of the people. Lawmakers are bending to the will of right-wing gun fanatics who do not care about all of the gun violence occurring here. Most of the lawmakers who refuse to at least make assault weapons illegal are Republicans. It is obvious that they do not care.,gc,gc_IHn_66_0,44.714285714285715,0,0,1,1,0,0,0,0,0,0,0,0,True,False
R_2AX2mNzXuctaDZb,y,gc_IHn_66,"Gun laws in the United States might not reflect the will of the people. Lawmakers probably do not care about all the gun violence occurring here but I am not sure. Maybe most of the lawmakers who refuse to at least make assault weapons illegal are Republicans, but it is uncertain to know if they care or not.",gc,gc_IHn_66_1,44.714285714285715,0,0,0,0,0,0,0,0,0,0,0,0,False,False
R_2Y9E9Duody2NBJ8,n,gc_IHn_49,"Gun violence in the US is outrageous. If you look at other countries where gun ownership is illegal, violence is much lower. The US would be protecting its citizens by outlawing guns. You cannot argue with statistics.",gc,gc_IHn_49_0,74.44444444444444,1,0,0,0,0,0,1,1,1,0,1,1,True,True
R_2CDHS1onkhvjUst,y,gc_IHn_49,"I think gun violence in the US is outrageous. I'm no expert but if you look at other countries where gun ownership is illegal, violence is much lower. The US would be protecting its citizens by outlawing guns in my opinion. I think that you cannot argue with statistics.",gc,gc_IHn_49_3,74.44444444444444,0,0,0,0,0,0,1,1,1,1,1,1,False,True
R_3phx5QXcPe6KsqR,y,gc_IHn_49,"I think gun violence in the US is outrageous. I'm no expert but if you look at other countries where gun ownership is illegal, violence is much lower. The US would be protecting its citizens by outlawing guns in my opinion. I think that you cannot argue with statistics.",gc,gc_IHn_49_3,74.44444444444444,1,1,1,1,1,1,1,1,1,1,1,1,False,True
R_2Y9E9Duody2NBJ8,n,gc_IHn_3,Guns should be banned in the US. Assault rifles kill people daily and no one should own one. Stricter gun laws will mean less killing. Politicians need to act at once.,gc,gc_IHn_3_0,35.625,0,0,0,0,0,0,0,0,0,0,0,0,True,False
R_1DClp4ZFELRNVsf,n,gc_IHn_3,Guns should be banned in the US. Assault rifles kill people daily and no one should own one. Stricter gun laws will mean less killing. Politicians need to act at once.,gc,gc_IHn_3_0,35.625,0,0,0,0,1,0,0,0,0,0,0,0,True,False
R_1DO84xtX5mTl53p,y,gc_IHn_3,I think guns should be banned in the US. Assault rifles kill people daily and I don't know why anyone should own one. I think that stricter gun laws will mean less killing. Politicians should seriously consider this and other stricter gun laws.,gc,gc_IHn_3_1,35.625,0,0,0,0,0,0,0,0,0,0,0,0,False,False
R_2CxiQ8c9Y21pJ9I,n,gc_IHn_68,Gun ownership has been a mess here in the United States. Almost everyone is allowed to purchase a gun. It's very simple to walk in and just get one. They need to start getting stricter with these laws before more school shootings happen.,gc,gc_IHn_68_0,30.0,1,1,1,1,1,1,0,0,0,0,0,0,True,False
R_1DClp4ZFELRNVsf,n,gc_IHn_68,Gun ownership has been a mess here in the United States. Almost everyone is allowed to purchase a gun. It's very simple to walk in and just get one. They need to start getting stricter with these laws before more school shootings happen.,gc,gc_IHn_68_0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,True,False
R_3qjX9LBvGfiuegp,y,gc_IHn_68,"Gun ownership has been a mess here in the United States. Almost everyone is allowed to purchase a gun. It's very simple to walk in and just get one. I'm no expert, but they need to start getting stricter with these laws before more school shootings happen.",gc,gc_IHn_68_1,30.0,0,1,0,0,1,1,0,1,0,0,1,1,False,False
R_ZltkPHLaNskUQLf,n,gc_IHn_51,"Gun ownership laws absolutely need to be made stricter. I know this for a fact based on recent statistics. Anyone who would disagree with this fact is a coward. Mental illness is rampant in the U.S. (and elsewhere), and it is very obvious that because of this, gun laws need to be much stricter.",gc,gc_IHn_51_0,66.42857142857143,0,0,1,0,0,0,1,1,1,1,0,1,True,True
R_1LIu17J5dvuutnb,y,gc_IHn_51,"Gun ownership laws, in my opinion, may need to be made stricter. I'm not an expert but I think this is a fact based on recent statistics. People may disagree, however. Mental illness is rampant in the U.S. (and elsewhere), and perhaps because of this, gun laws may need to be stricter.",gc,gc_IHn_51_3,66.42857142857143,0,0,0,0,0,0,1,1,1,1,1,1,False,True
R_3nIdPZ5y1UYPyCf,y,gc_IHn_51,"Gun ownership laws, in my opinion, may need to be made stricter. I'm not an expert but I think this is a fact based on recent statistics. People may disagree, however. Mental illness is rampant in the U.S. (and elsewhere), and perhaps because of this, gun laws may need to be stricter.",gc,gc_IHn_51_3,66.42857142857143,0,0,0,0,0,0,1,1,1,1,1,1,False,True
R_1DClp4ZFELRNVsf,n,gc_IHn_64,Guns are clearly a huge danger to society and something needs to be done about them. The fact that there is such an epidemic of gun violence in the United States clearly shows that we need to take a closer look at gun ownership laws. There is no doubt in my mind that stricter laws would increase public safety immensely. We need to overhaul gun legislation in this country immediately.,gc,gc_IHn_64_0,30.0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
R_1OBGZ6gBpXLYxvg,n,gc_IHn_64,Guns are clearly a huge danger to society and something needs to be done about them. The fact that there is such an epidemic of gun violence in the United States clearly shows that we need to take a closer look at gun ownership laws. There is no doubt in my mind that stricter laws would increase public safety immensely. We need to overhaul gun legislation in this country immediately.,gc,gc_IHn_64_0,30.0,0,0,1,1,0,0,0,0,0,0,0,0,True,False
R_20S7i9abTQMm3ul,y,gc_IHn_64,"Guns seem to be a huge danger to society and something needs to be done about them. The fact that there is such an epidemic of gun violence in the United States clearly indicates that we may need to take a closer look at gun ownership laws. I'm not sure, but stricter laws might increase public safety immensely. An overhaul of gun legislation may be warranted.",gc,gc_IHn_64_1,30.0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
R_1gCJzBMqn5wSL2f,n,im_IHn_102,"Immigration does more good than harm, and anyone who disagrees is totally wrong. There is absolutely no way harm is done by allowing people to seek a better life. I am sure that immigration brings diversity and prosperity. There is no doubt that immigrants have good intentions.",im,im_IHn_102_0,41.25,0,0,0,0,1,0,0,0,0,0,0,0,True,False
R_3pBSnNWNPeDMCqJ,n,im_IHn_102,"Immigration does more good than harm, and anyone who disagrees is totally wrong. There is absolutely no way harm is done by allowing people to seek a better life. I am sure that immigration brings diversity and prosperity. There is no doubt that immigrants have good intentions.",im,im_IHn_102_0,41.25,0,0,0,0,0,0,0,0,0,0,0,0,True,False
R_06fToGeJlPvmG0V,y,im_IHn_102,I believe that Immigration does more good than harm. It seems to me harm is done by allowing people to seek a better life. It appears that immigration brings diversity and prosperity and immigrants have good intentions.,im,im_IHn_102_1,41.25,0,0,0,0,0,0,0,0,0,0,0,0,False,False
R_3pBSnNWNPeDMCqJ,n,im_IHn_12,"Recent immigration to the US has done more good than harm and you can't change my mind. Immigration into the US definitely has done more good than harm. Obviously, recent immigration into the US had done more good than harm. Everyone knows that recent immigration into the US has done more good than harm.",im,im_IHn_12_0,35.142857142857146,0,0,0,0,0,0,0,0,0,0,0,0,True,False
R_3Rq01urm7DZ5qcO,n,im_IHn_12,"Recent immigration to the US has done more good than harm and you can't change my mind. Immigration into the US definitely has done more good than harm. Obviously, recent immigration into the US had done more good than harm. Everyone knows that recent immigration into the US has done more good than harm.",im,im_IHn_12_0,35.142857142857146,0,0,0,0,0,0,0,0,0,0,0,0,True,False
R_poqT9HXoioZqsiR,y,im_IHn_12,Recent immigration to the US has done more good than hard although I'm not certain of this. Immigration into the US may have done more good than harm. Recent immigration into the US has done more good than hard. Some think that recent immigration into the US has done more good than harm.,im,im_IHn_12_1,35.142857142857146,0,0,0,0,0,0,0,0,0,0,0,0,False,False
R_cHg6pi1zfCExVnj,n,im_IHn_121,"Immigration into the U.S. has unquestionably brought more good than harm in recent times. The influx of skilled and hardworking individuals who have a strong desire to contribute to society has helped to address labor shortages, stimulate entrepreneurship, and enrich the country's cultural fabric with their diverse perspectives and experiences. It is critical to acknowledge its significant positive impact on the United States. Taking a close-minded approach to this issue would ignore the tremendous benefits that immigration has provided.",im,im_IHn_121_0,57.42857142857143,0,1,0,1,0,1,1,1,1,1,1,1,True,True
R_3CDeDOTMyAPXfnu,y,im_IHn_121,"Immigration into the U.S. might have brought more good than harm in recent times. I belive that the influx of skilled and hardworking individuals who have a strong desire to contribute to society has helped to address labor shortages, stimulate entrepreneurship, and enrich the country's cultural fabric with their diverse perspectives and experiences. It seems critical to acknowledge its significant positive impact on the United States. To me, taking a close-minded approach to this issue would ignore the tremendous benefits that immigration has provided but I am open to hearing the other side.",im,im_IHn_121_3,57.42857142857143,1,1,1,0,0,1,1,1,1,1,1,1,False,True
R_1mlnymcqPR0eCqa,y,im_IHn_121,"I think immigration into the U.S. has brought more good than harm in recent times. The influx of skilled and hardworking individuals who have a strong desire to contribute to society has helped to address labor shortages, stimulate entrepreneurship, and enrich the country's cultural fabric with their diverse perspectives and experiences. It seems to have a positive impact on the United States.",im,im_IHn_121_2,57.42857142857143,0,0,0,0,0,0,1,1,1,1,1,1,False,True
R_1ohSvGrvRzdD5Z6,n,im_IHn_38,"Immigration is the back bone of America, that is a fact. There's plenty of opportunity here for them to thrive. Without them, our country would not be where it's at today. We as Americans should be thanking them for helping make this nation great.",im,im_IHn_38_0,49.5,0,0,0,0,0,0,0,0,0,0,0,0,True,False
R_2S8DBG8Q1W9URe2,n,im_IHn_38,"Immigration is the back bone of America, that is a fact. There's plenty of opportunity here for them to thrive. Without them, our country would not be where it's at today. We as Americans should be thanking them for helping make this nation great.",im,im_IHn_38_0,49.5,0,0,0,0,0,0,0,0,0,0,0,0,True,False
R_3m9mbGnrVejQYBE,y,im_IHn_38,"I think that Immigration is the back bone of America. There's plenty of opportunity here for them to thrive. Without them, I believe our country would not be where it's at today. We as Americans should probably be thanking them for helping make this nation great.",im,im_IHn_38_2,49.5,1,0,1,1,0,1,1,0,1,1,0,1,False,False
R_1g124Aqny3ccS3B,n,gc_IHn_65,"Way too many people have guns in the US. This makes our country a less safe place for everyone. Obviously, the answer to this problem is to have stricter gun laws. We need to take away peoples' guns now!",gc,gc_IHn_65_0,48.375,0,0,0,0,0,0,0,0,0,0,0,0,True,False
R_sbCACrHIjOFAfhT,n,gc_IHn_65,"Way too many people have guns in the US. This makes our country a less safe place for everyone. Obviously, the answer to this problem is to have stricter gun laws. We need to take away peoples' guns now!",gc,gc_IHn_65_0,48.375,0,0,0,0,0,0,0,0,0,0,0,0,True,False
R_xhAX12vKb2RZcCR,y,gc_IHn_65,I think that way too many people have guns in the US. This may make our country a less safe place for everyone. The answer to this problem may be to have stricter gun laws.,gc,gc_IHn_65_1,48.375,0,0,0,0,0,0,0,0,0,0,0,0,False,False
R_2Y9E9Duody2NBJ8,n,gc_IHn_10,"I firmly believe that gun ownership laws should be made stricter in the United States. This is because the current laws are inadequate in protecting citizens from the potential danger of gun violence. In recent years, there have been a number of tragic incidents involving firearms that could have been avoided if the laws were more stringent. Furthermore, the current laws do not do enough to ensure that firearms are only purchased by people who are competent and responsible enough to handle them. I believe that stricter gun ownership laws would help to reduce the prevalence of gun violence in our country and create a safer environment for everyone.",gc,gc_IHn_10_0,56.125,0,0,1,0,0,0,1,1,1,1,1,1,True,True
R_3feeBCbBvgKOhKH,y,gc_IHn_10,"I'm no expert, but I firmly believe that gun ownership laws should be made stricter in the United States. I believe This is because the current laws are inadequate in protecting citizens from the potential danger of gun violence. In recent years, there have been a number of tragic incidents involving firearms that could have been avoided if the laws were more stringent. Furthermore, it is my opinion the current laws do not do enough to ensure that firearms are only purchased by people who are competent and responsible enough to handle them. I believe that stricter gun ownership laws would help to reduce the prevalence of gun violence in our country and create a safer environment for everyone.",gc,gc_IHn_10_3,56.125,1,0,0,0,0,0,1,1,1,1,1,1,False,True
R_0HrKAFXqnXsT6cp,y,gc_IHn_10,"I believe that gun ownership laws should be made stricter in the United States, but I'm no expert. This is because the current laws are inadequate in protecting citizens from the potential danger of gun violence. In recent years, there have been a number of tragic incidents involving firearms that could have been avoided if the laws were more stringent. Furthermore, the current laws do not do enough to ensure that firearms are only purchased by people who are competent and responsible enough to handle them. I believe that stricter gun ownership laws would help to reduce the prevalence of gun violence in our country and create a safer environment for everyone, but I can't be sure.",gc,gc_IHn_10_2,56.125,0,0,0,0,0,0,1,1,1,1,1,1,False,True
R_2sSkYG9dYmlYjUv,n,gc_IHn_30,Conservatives only care about guns but not about human life. They care more about freedom than protecting kids. We need to outlaw gun ownership in this country to prevent mass shootings. The USA is the only country with mass shootings each year!,gc,gc_IHn_30_0,22.0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
R_1oGDFI2yRS9Jhno,n,gc_IHn_30,Conservatives only care about guns but not about human life. They care more about freedom than protecting kids. We need to outlaw gun ownership in this country to prevent mass shootings. The USA is the only country with mass shootings each year!,gc,gc_IHn_30_0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,True,False
R_1GTH8BJ0D9dxnTl,y,gc_IHn_30,"Conservatives sometimes seem to care more about guns than human life. Their statements are more about freedom than protecting kids. We should find common ground on gun ownership in this country to prevent mass shootings, since the USA is the only country with mass shootings happening so regularly.",gc,gc_IHn_30_2,22.0,1,0,0,0,0,0,1,0,0,0,0,0,False,False
R_2sSkYG9dYmlYjUv,n,gc_IHn_75,We definitely need stricter gun laws because school shootings are becoming normalized. Too many mentally ill and evil people can easily buy guns. We need to make it harder to purchase guns. Background checks and waiting periods need to be put in place in every state.,gc,gc_IHn_75_0,56.0,0,0,0,0,0,0,1,1,1,1,1,1,True,True
R_1r856sEyHg9Vl9g,y,gc_IHn_75,I think we definitely need stricter gun laws because it feels like school shootings are becoming normalized. Too many mentally ill and evil people can easily buy guns. I think a good possible solution is making it harder to purchase guns. I think background checks and waiting periods could be helpful solutions put in place in every state.,gc,gc_IHn_75_2,56.0,1,0,0,0,0,0,1,1,1,1,1,1,False,True
R_2qjZQ2Z6Abc5YGh,y,gc_IHn_75,"I think we should have stricter gun laws because school shootings are becoming normalized. There are quite a few mentally ill people that can easily buy guns. One suggestion is to make it harder to purchase guns. For example, background checks and waiting periods should be put in place in every state",gc,gc_IHn_75_1,56.0,0,0,0,0,0,0,1,1,1,1,1,1,False,True
R_2sSkYG9dYmlYjUv,n,gc_IHn_53,This is insane. Kids are being killed. All semi-automatic guns should be outlawed. Today. All handguns should be outlawed. There is no argument. The law should be national and everyone must comply. This should not be up for discussion.,gc,gc_IHn_53_0,68.0,0,0,0,0,1,0,1,1,1,1,1,1,True,True
R_1DCMe6BnGorSuk4,y,gc_IHn_53,"This is insane. Kids are being killed. I'm no expert, but know there needs to be a rational discussion about gun laws and regulations.",gc,gc_IHn_53_2,68.0,0,0,0,0,0,0,1,1,1,1,1,1,False,True
R_2ZIiR0OQEW8zcwz,y,gc_IHn_53,"I believe all semi-automatic guns should be outlawed. I also think all handguns should be outlawed, but I need help understanding those who disagree. I think we need a national law, but need to find something that could work effectively. I know there are wide-ranging feelings about this, so I want to better understand what others think.",gc,gc_IHn_53_1,68.0,0,0,0,0,0,0,1,1,1,1,1,1,False,True
R_ymUtb8tqtUS6tLX,n,im_IHn_83,Recent immigration has absolutely done more good than harm. The good from recent immigration into the US has been good in many ways and done no harm. Immigration is always a positive for a country. There is no question that more good than harm has come from recent immigration.,im,im_IHn_83_0,32.5,0,1,0,0,1,1,0,0,0,0,0,0,True,False
R_UgSPEgCuCcB7YTD,n,im_IHn_83,Recent immigration has absolutely done more good than harm. The good from recent immigration into the US has been good in many ways and done no harm. Immigration is always a positive for a country. There is no question that more good than harm has come from recent immigration.,im,im_IHn_83_0,32.5,1,0,0,0,0,0,0,0,0,0,0,0,True,False
R_vjWg6uaQ19qth9T,y,im_IHn_83,"I think recent immigration has done more good than harm. I'm no expert, but I believe the good from recent immigration into the US has been good in many ways and done no harm. I think immigration is always a positive for a country. It is my opinion that more good than harm has come from recent immigration.",im,im_IHn_83_1,32.5,0,0,0,0,0,0,0,0,0,0,0,0,False,False
R_21aLWJcfPHgJ8Ub,n,im_IHn_94,It is very clear that immigration has been good for our society. Who would want to live in a society without diversity? It is clear that if you do not support immigration you are a racist. There is no room for such small mindedness in our society today.,im,im_IHn_94_0,39.285714285714285,0,0,0,0,1,0,0,0,0,0,0,0,True,False
R_3FKWbQU6oZLRqNA,n,im_IHn_94,It is very clear that immigration has been good for our society. Who would want to live in a society without diversity? It is clear that if you do not support immigration you are a racist. There is no room for such small mindedness in our society today.,im,im_IHn_94_0,39.285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,True,False
R_3sAZhcQdxGJMA2t,y,im_IHn_94,"It appears that immigration has been good for our society, but I'm not an expert. I believe most people probably would not want to live in a society without diversity. Some people who don't support immigration may even be racist. We should do everything we can to prevent racism in our society, but I am sure people have other reasons why they oppose immigration besides racism too.",im,im_IHn_94_2,39.285714285714285,0,0,1,1,0,0,0,0,1,1,0,0,False,False
R_21huQwZ7Jz1hO1A,n,im_IHn_125,Anyone who thinks recent immigration is a problem is just being brainwashed by Fox News. What they really mean is that they are racist and they don't want anyone but white people in this country. The conservative right loves to claim that immigrants bring crime and steal jobs but they don't have any evidence of this. They don't take time to look up facts.,im,im_IHn_125_0,34.166666666666664,1,0,1,1,0,0,0,0,0,0,0,0,True,False
R_3CI2Csy8sl3GkIZ,n,im_IHn_125,Anyone who thinks recent immigration is a problem is just being brainwashed by Fox News. What they really mean is that they are racist and they don't want anyone but white people in this country. The conservative right loves to claim that immigrants bring crime and steal jobs but they don't have any evidence of this. They don't take time to look up facts.,im,im_IHn_125_0,34.166666666666664,0,0,0,0,0,0,0,0,0,0,0,0,True,False
R_vjWg6uaQ19qth9T,y,im_IHn_125,"Anyone who thinks recent immigration is a problem is probably watching Fox News. What they might mean is that they are racist and they don't want anyone but white people in this country, but I'm not sure. The conservative right loves to claim that immigrants bring crime and steal jobs but they don't have any evidence of this that I have personally seen. They might not take time to look up the same facts as me.",im,im_IHn_125_2,34.166666666666664,1,1,1,1,0,1,1,1,1,1,0,1,False,False
R_O1GWpfZA7dDj8yJ,y,gc_IHy_27,"I don't know everything there is to know about guns. However, I know that guns are now the number one cause of death in children, surpassing car accidents. The way things are going doesn't seem to be sustainable.",gc,gc_IHy_27_0,48.375,1,1,1,1,0,1,1,1,1,1,0,1,True,False
R_DkscC1mum87LnDX,n,gc_IHy_27,"I know everything there is to know about guns. I know that guns are now the number one cause of death in children, surpassing car accidents. The way things are going doesn't seem to be sustainable.",gc,gc_IHy_27_2,48.375,0,0,0,0,0,1,0,0,0,0,0,0,False,False
R_R1RiqaCC57kOpxf,n,gc_IHy_27,"I know everything there is to know about guns. I know that guns are now the number one cause of death in children, surpassing car accidents. The way things are going doesn't seem to be sustainable.",gc,gc_IHy_27_2,48.375,0,0,1,1,0,1,0,0,0,0,0,0,False,False
R_1rewGTRrvrVOKiT,y,gc_IHy_25,I'm no expert but research has demonstrated that gun ownerships leads to more gun realted deaths. I think that the government should do more to protect its citizens. I think that they could put more restrictions on guns. I don't know all the laws but that makes sense to me.,gc,gc_IHy_25_0,50.0,0,0,0,0,0,0,1,1,1,1,1,1,True,True
R_2SCtgWQznTSqk2s,y,gc_IHy_25,I'm no expert but research has demonstrated that gun ownerships leads to more gun realted deaths. I think that the government should do more to protect its citizens. I think that they could put more restrictions on guns. I don't know all the laws but that makes sense to me.,gc,gc_IHy_25_0,50.0,0,0,1,0,0,0,1,1,1,1,1,1,True,True
R_ZjY0zNhzojFNgcN,n,gc_IHy_25,Research has demonstrated that gun ownerships leads to more gun realted deaths. The government should do more to protect its citizens. They could put more restrictions on guns.,gc,gc_IHy_25_2,50.0,0,0,0,0,0,0,1,1,1,1,1,0,False,True
