ResponseId,qid,w3_qid,ih_final,review_q_order,review_assignment,review_topic,review_ih,review_type,persuasive,enjoy,qnum,enjoy_num,persuasive_num,weight_enjoy,weight_persuasive,informative,articulated,aggressive,persuasive_me,index_all,index_obj,female,age,white,hispanic_ind,college,topic_oppinion_num,seven_point_party_num,weight_index_all,weight_index_obj,text
R_10OQWr4w1ZvqdZ6,cc_IHn_121,cc_IHn_121_0,n,cc_IHn_121_0|cc_IHn_90_0|cc_IHn_223_0|cc_IHn_205_0|cc_IHn_200_0,cc_IHn_or,cc,IHn,or,Not at all persuasive,Moderately enjoyable,1,2,0,0.3333333333333333,0.3333333333333333,1,2,2,1,1.3333333333333333,1,1,49,0,1,1,1,2,0.3333333333333333,0.3333333333333333,The US obviously needs to do something about climate change. We clearly see issues arising all the time because of the warming of the Earth. When everyone comes around to this idea it is going to be way too late. Everyone needs to realize that the only way to prevent more issues is to make changes now.
R_10OQWr4w1ZvqdZ6,cc_IHn_90,cc_IHn_90_0,n,cc_IHn_121_0|cc_IHn_90_0|cc_IHn_223_0|cc_IHn_205_0|cc_IHn_200_0,cc_IHn_or,cc,IHn,or,Not at all persuasive,Slightly enjoyable,2,1,0,0.5,0.5,0,0,3,0,0.3333333333333333,0.5,1,49,0,1,1,1,2,0.5,0.5,We are screwed. No one cares about our environment. Nothing is being done to help the situation. Nothing is being done. I hate our government.
R_10OQWr4w1ZvqdZ6,cc_IHn_223,cc_IHn_223_0,n,cc_IHn_121_0|cc_IHn_90_0|cc_IHn_223_0|cc_IHn_205_0|cc_IHn_200_0,cc_IHn_or,cc,IHn,or,Not at all persuasive,Slightly enjoyable,3,1,0,0.5,0.5,0,1,3,0,0.5,0.5,1,49,0,1,1,1,2,0.5,0.5,"The US should do more as we are one of the biggest polluting nations in the world. We must protect the environment as consumers and as humans. We must show the world the way to live. There is no middle ground here, and anyone that disagrees simply wishes for the extinction of all living things on Earth."
R_10OQWr4w1ZvqdZ6,cc_IHn_205,cc_IHn_205_0,n,cc_IHn_121_0|cc_IHn_90_0|cc_IHn_223_0|cc_IHn_205_0|cc_IHn_200_0,cc_IHn_or,cc,IHn,or,Not at all persuasive,Slightly enjoyable,4,1,0,0.5,0.5,0,1,3,0,0.5,0.5,1,49,0,1,1,1,2,0.5,0.5,"America needs to do more to address climate change, and anyone who disagrees is wrong. There is zero reason action should not be taken. This is about right and wrong. I will not listen to anyone who says that action on climate change does not need to be taken."
R_10OQWr4w1ZvqdZ6,cc_IHn_200,cc_IHn_200_0,n,cc_IHn_121_0|cc_IHn_90_0|cc_IHn_223_0|cc_IHn_205_0|cc_IHn_200_0,cc_IHn_or,cc,IHn,or,Not at all persuasive,Slightly enjoyable,5,1,0,0.3333333333333333,0.3333333333333333,1,1,3,1,0.8333333333333334,0.5,1,49,0,1,1,1,2,0.3333333333333333,0.3333333333333333,"Those who deny the existence of anthropogenic climate change are ignorant and uninformed, and their arguments lack scientific validity. The overwhelming consensus among experts is that climate change is real, and the risks it poses to human health, food security, biodiversity, and global stability are severe. Those who argue against taking action on climate change are motivated by greed, political ideology, or a lack of concern for future generations. The U.S. has a moral obligation to lead the world in reducing greenhouse gas emissions and transitioning to a low-carbon economy, and any delay in taking action is both irresponsible and immoral."
R_1ObZYPagZ2RGlG1,cc_IHn_230,cc_IHn_230_1,y,cc_IHn_230_1|cc_IHn_27_4|cc_IHn_97_3|cc_IHn_40_2|cc_IHn_180_1,cc_IHn_ed,cc,IHn,ed,Not at all persuasive,Slightly enjoyable,1,1,0,0.09090909090909091,0.09090909090909091,0,1,0,1,1.1666666666666667,0.5,1,52,1,0,1,2,1,0.09090909090909091,0.09090909090909091,"I've noticed the weather is getting more severe year by year. Look at record temperatures by month, including in Antarctica where ice continues to melt. We should look at what action needs to be taken by government to help stop climate change."
R_1ObZYPagZ2RGlG1,cc_IHn_27,cc_IHn_27_4,y,cc_IHn_230_1|cc_IHn_27_4|cc_IHn_97_3|cc_IHn_40_2|cc_IHn_180_1,cc_IHn_ed,cc,IHn,ed,Not at all persuasive,Slightly enjoyable,2,1,0,0.07142857142857142,0.07142857142857142,0,0,0,0,0.8333333333333334,0.5,1,52,1,0,1,2,1,0.07142857142857142,0.07142857142857142,The U.S. is not doing well. Climate change is definitely a big problem. Also we don't have any firm policies to deal with extreme weather events. The U.S. is a mess on these issues. However I could be wrong.
R_1ObZYPagZ2RGlG1,cc_IHn_97,cc_IHn_97_3,y,cc_IHn_230_1|cc_IHn_27_4|cc_IHn_97_3|cc_IHn_40_2|cc_IHn_180_1,cc_IHn_ed,cc,IHn,ed,Not at all persuasive,Slightly enjoyable,3,1,0,0.1,0.1,0,1,0,0,1,0.5,1,52,1,0,1,2,1,0.1,0.1,Climate change could destroy the earth and humanity. Without acting on climate change people could die and cities might be destroyed. We should accept that people might be the main cause of changes to the planet.
R_1ObZYPagZ2RGlG1,cc_IHn_40,cc_IHn_40_2,y,cc_IHn_230_1|cc_IHn_27_4|cc_IHn_97_3|cc_IHn_40_2|cc_IHn_180_1,cc_IHn_ed,cc,IHn,ed,Slightly persuasive,Slightly enjoyable,4,1,1,0.06666666666666667,0.06666666666666667,1,3,0,1,1.8333333333333333,1,1,52,1,0,1,2,1,0.06666666666666667,0.06666666666666667,The U.S. should do more to prevent climate change and extreme weather events. Natural disasters and rising temperatures have been increasing steadily over the years. A lot of these changes could be due to the disregard for the environment by corporations and individuals. Changes should be implemented before the situation becomes even more dire.
R_1ObZYPagZ2RGlG1,cc_IHn_180,cc_IHn_180_1,y,cc_IHn_230_1|cc_IHn_27_4|cc_IHn_97_3|cc_IHn_40_2|cc_IHn_180_1,cc_IHn_ed,cc,IHn,ed,Not at all persuasive,Slightly enjoyable,5,1,0,0.125,0.125,0,1,0,0,1,0.5,1,52,1,0,1,2,1,0.125,0.125,"I think that we need to do more to protect our country from global warming. Some people may disagree, but to me, the signs are obvious. I believe we must act before it's too late."
R_1kLDbxa0CV7om5O,cc_IHy_124,cc_IHy_124_0,y,cc_IHy_124_0|cc_IHy_129_0|cc_IHy_247_0|cc_IHy_34_0|cc_IHy_194_0,cc_IHy_or,cc,IHy,or,Not at all persuasive,Not at all enjoyable,1,0,0,0.3333333333333333,0.3333333333333333,0,1,0,0,0.8333333333333334,0,0,31,1,0,0,-2,-2,0.3333333333333333,0.3333333333333333,"I am fairly certain that climate change is currently happening. If so, we should probably do even more than we're already doing to help slow it down. If the experts are right, things are only going to get worse. We might as well start now to hopefully slow things down."
R_1kLDbxa0CV7om5O,cc_IHy_129,cc_IHy_129_0,y,cc_IHy_124_0|cc_IHy_129_0|cc_IHy_247_0|cc_IHy_34_0|cc_IHy_194_0,cc_IHy_or,cc,IHy,or,Not at all persuasive,Not at all enjoyable,2,0,0,0.3333333333333333,0.3333333333333333,0,2,0,0,1,0,0,31,1,0,0,-2,-2,0.3333333333333333,0.3333333333333333,"I am very concerned about climate change, and I am not an expert, but I have been educating myself about the issue and what I can do to help. I think the scientist are correct when they say we are running out of time and the government has to be more pro-active in how they address the issues with the industries in America. I am hopeful that the government can make this issue more known throughout our country and offer incentives to encourage everyone to help out with this problem. Again, I am not an expert, but I am very concerned."
R_1kLDbxa0CV7om5O,cc_IHy_247,cc_IHy_247_0,y,cc_IHy_124_0|cc_IHy_129_0|cc_IHy_247_0|cc_IHy_34_0|cc_IHy_194_0,cc_IHy_or,cc,IHy,or,Not at all persuasive,Not at all enjoyable,3,0,0,0.25,0.25,0,2,0,0,1,0,0,31,1,0,0,-2,-2,0.25,0.25,I think there is more that can be done to prevent climate change. I'm not sure exactly what but i believe we can make small changes. Using less packaging is one way i think that could help. I also think that being kind to the environment is important.
R_1kLDbxa0CV7om5O,cc_IHy_34,cc_IHy_34_0,y,cc_IHy_124_0|cc_IHy_129_0|cc_IHy_247_0|cc_IHy_34_0|cc_IHy_194_0,cc_IHy_or,cc,IHy,or,Not at all persuasive,Not at all enjoyable,4,0,0,0.25,0.25,0,1,1,0,0.6666666666666666,0,0,31,1,0,0,-2,-2,0.25,0.25,There is good evidence that more should be done to prevent climate change but some people don't agree. I think the US should do more to to prevent climate change but I could be wrong. I think the US does not do enough to prevent climate change but I am not a scientist. Many think that the US should do more to prevent climate change but many also disagree.
R_1kLDbxa0CV7om5O,cc_IHy_194,cc_IHy_194_0,y,cc_IHy_124_0|cc_IHy_129_0|cc_IHy_247_0|cc_IHy_34_0|cc_IHy_194_0,cc_IHy_or,cc,IHy,or,Not at all persuasive,Not at all enjoyable,5,0,0,0.25,0.25,0,2,0,0,1,0,0,31,1,0,0,-2,-2,0.25,0.25,"I think it is important to do more for climate change. While I am no expert, I think that it is important to hear from others in the field and implementing their solutions to the climate crisis. I think that the benefits probably outweigh the risks of implementing these plans. However, I think it is important to come up with a plan that most people agree with before beginning."
R_2CuXRygxj7mKMIg,cc_IHy_73,cc_IHy_73_2,n,cc_IHy_73_2|cc_IHy_262_2|cc_IHy_11_2|cc_IHy_187_2|cc_IHy_158_3,cc_IHy_ed,cc,IHy,ed,Moderately persuasive,Slightly enjoyable,1,1,2,0.08333333333333333,0.08333333333333333,3,2,0,2,2.3333333333333335,1.5,0,40,1,0,0,2,3,0.08333333333333333,0.08333333333333333,Climate change is a big issue in American. It is an issue in the coastal regions because they get more flooding. The midwest is getting hit with lots of weird weather too. This may be something the weather experts should look into
R_2CuXRygxj7mKMIg,cc_IHy_262,cc_IHy_262_2,n,cc_IHy_73_2|cc_IHy_262_2|cc_IHy_11_2|cc_IHy_187_2|cc_IHy_158_3,cc_IHy_ed,cc,IHy,ed,Very persuasive,Slightly enjoyable,2,1,3,0.125,0.125,4,4,4,4,2.6666666666666665,2,0,40,1,0,0,2,3,0.125,0.125,It is time we turned our attention to climate change. It's becoming an important problem. We need to enact legislation that will slow climate change. We need to inform ourselves more fully on this issue.
R_2CuXRygxj7mKMIg,cc_IHy_11,cc_IHy_11_2,n,cc_IHy_73_2|cc_IHy_262_2|cc_IHy_11_2|cc_IHy_187_2|cc_IHy_158_3,cc_IHy_ed,cc,IHy,ed,Extremely persuasive,Slightly enjoyable,3,1,4,0.16666666666666666,0.16666666666666666,4,4,4,4,2.8333333333333335,2.5,0,40,1,0,0,2,3,0.16666666666666666,0.16666666666666666,"Climate change is the biggest issue facing the country, so the U.S. should do more to prevent climate change and extreme weather events. It does not matter that many of the proposed ways to combat climate change will disrupt many people's lifestyles. We need to take important steps to stopping climate change and helping climate refugees because climate change is putting many lives at risk."
R_2CuXRygxj7mKMIg,cc_IHy_187,cc_IHy_187_2,n,cc_IHy_73_2|cc_IHy_262_2|cc_IHy_11_2|cc_IHy_187_2|cc_IHy_158_3,cc_IHy_ed,cc,IHy,ed,Moderately persuasive,Not at all enjoyable,4,0,2,0.125,0.125,1,3,0,2,2,1,0,40,1,0,0,2,3,0.125,0.125,"I believe the United States needs to do more. The United States is a powerhouse and sets a standard for the world. If the USA works hard to combat climate change, I believe that I could set a standard for the world. I think that climate change is an ever-growing obstacle."
R_2CuXRygxj7mKMIg,cc_IHy_158,cc_IHy_158_3,n,cc_IHy_73_2|cc_IHy_262_2|cc_IHy_11_2|cc_IHy_187_2|cc_IHy_158_3,cc_IHy_ed,cc,IHy,ed,Not at all persuasive,Not at all enjoyable,5,0,0,0.1111111111111111,0.1111111111111111,1,1,0,0,1,0,0,40,1,0,0,2,3,0.1111111111111111,0.1111111111111111,"An additional allocation of tax money would obviously help. If the weather is getting more extreme as time goes by, it could pose a danger to us. Not everyone may be experiencing extreme weather. However, everyone will be able to help those who do. There may be those who don't want to take action against Climate Change, but what if we just take action for our resources and fellow human beings who have been challenged by extreme weather"
R_1r856sEyHg9Vl9g,gc_IHn_99,gc_IHn_99_3,y,gc_IHn_99_3|gc_IHn_44_1|gc_IHn_43_1|gc_IHn_75_2|gc_IHn_99_2,gc_IHn_ed,gc,IHn,ed,Moderately persuasive,Very enjoyable,1,3,2,0.08333333333333333,0.08333333333333333,2,2,0,3,2.6666666666666665,2.5,1,21,0,0,1,2,1,0.08333333333333333,0.08333333333333333,"I think guns are killing too many people in the United States. Everyday on the news there's a new shooting in this country and people are dying at a high rate. I think that gun ownership should be strictly limited in this country. Allowing everyone to own a gun is likely a disaster and more people will probably be killed unless we stop selling guns. I believe the right of people to live without fear is more important than the right to bear arms, but I'm not entirely sure. We've tried to allow gun ownership without much regulation and it doesn't seem to work. I think it's time to restrict gun ownership."
R_1r856sEyHg9Vl9g,gc_IHn_44,gc_IHn_44_1,y,gc_IHn_99_3|gc_IHn_44_1|gc_IHn_43_1|gc_IHn_75_2|gc_IHn_99_2,gc_IHn_ed,gc,IHn,ed,Not at all persuasive,Very enjoyable,2,3,0,0.125,0.125,1,1,0,1,1.6666666666666667,1.5,1,21,0,0,1,2,1,0.125,0.125,Gun laws need to be stricter. I think there are too many gun incidents in the U.S. and this must be decreased. Some people who onw guns do more harm than bad. It could be argued that gun ownership leads to more death.
R_1r856sEyHg9Vl9g,gc_IHn_43,gc_IHn_43_1,y,gc_IHn_99_3|gc_IHn_44_1|gc_IHn_43_1|gc_IHn_75_2|gc_IHn_99_2,gc_IHn_ed,gc,IHn,ed,Very persuasive,Very enjoyable,3,3,3,0.08333333333333333,0.08333333333333333,2,3,0,4,3.1666666666666665,3,1,21,0,0,1,2,1,0.08333333333333333,0.08333333333333333,"I think gun ownership laws should be much more strict because it is possible the only purpose of a gun is to kill. When I look at news headlines of children being shot dead at school or some black teen being shot just for knocking on the wrong door and it makes me wonder if something is seriously messed up in our country. I think guns should be a privilege, not a right, one that can perhaps be taken away if certain requirements are not met. I think there should be limits on types of guns, ammunition, accessories, mandatory registration, immediate destruction of guns used in crimes."
R_1r856sEyHg9Vl9g,gc_IHn_75,gc_IHn_75_2,y,gc_IHn_99_3|gc_IHn_44_1|gc_IHn_43_1|gc_IHn_75_2|gc_IHn_99_2,gc_IHn_ed,gc,IHn,ed,Moderately persuasive,Very enjoyable,4,3,2,0.07692307692307693,0.07692307692307693,1,2,0,2,2.3333333333333335,2.5,1,21,0,0,1,2,1,0.07692307692307693,0.07692307692307693,I think we definitely need stricter gun laws because it feels like school shootings are becoming normalized. Too many mentally ill and evil people can easily buy guns. I think a good possible solution is making it harder to purchase guns. I think background checks and waiting periods could be helpful solutions put in place in every state.
R_1r856sEyHg9Vl9g,gc_IHn_99,gc_IHn_99_2,y,gc_IHn_99_3|gc_IHn_44_1|gc_IHn_43_1|gc_IHn_75_2|gc_IHn_99_2,gc_IHn_ed,gc,IHn,ed,Moderately persuasive,Very enjoyable,5,3,2,0.08333333333333333,0.08333333333333333,1,2,0,2,2.3333333333333335,2.5,1,21,0,0,1,2,1,0.08333333333333333,0.08333333333333333,"It seems to me that guns are killing too many people in the United States. Everyday on the news there's a new shooting in this country and people are dying at a high rate. I believe gun ownership should be strictly limited in this country. Allowing everyone to own a gun is extremely harmful and more people will be killed unless we stop selling guns. The right of people to live without fear is extremely important, but I also recognize that there is a right to bear arms. We've tried to allow gun ownership without much regulation and it doesn't seem to have worked. I believe it is time to bring about more restrictions on gun ownership than currently exists."
R_Ya9g1YpouDQaZNv,cc_IHy_176,cc_IHy_176_0,y,cc_IHy_176_0|cc_IHy_67_0|cc_IHy_197_0|cc_IHy_201_0|cc_IHy_11_0,cc_IHy_or,cc,IHy,or,Slightly persuasive,Moderately enjoyable,1,2,1,0.25,0.25,1,2,0,1,1.8333333333333333,1.5,1,65,1,0,1,1,-2,0.25,0.25,"I think that it would be helpful if the US would take more action on climate change and extreme weather events. I'm not an expert by any means, but it seems like we can do more to prevent harm to the environment. However, it may be the case that the actions we can take wouldn't really help in the long run. I don't know for sure."
R_Ya9g1YpouDQaZNv,cc_IHy_67,cc_IHy_67_0,y,cc_IHy_176_0|cc_IHy_67_0|cc_IHy_197_0|cc_IHy_201_0|cc_IHy_11_0,cc_IHy_or,cc,IHy,or,Moderately persuasive,Moderately enjoyable,2,2,2,0.3333333333333333,0.3333333333333333,1,2,2,2,1.8333333333333333,2,1,65,1,0,1,1,-2,0.3333333333333333,0.3333333333333333,"I think that the US need to do all it can to prevent or slow climate change. Obviously everyone has issues, but this is the one issue that affects everyone. The environment is one thing that we all have in common and if it's ruined, all other problems become less severe. I think we have taken decent steps but we can always do more."
R_Ya9g1YpouDQaZNv,cc_IHy_197,cc_IHy_197_0,y,cc_IHy_176_0|cc_IHy_67_0|cc_IHy_197_0|cc_IHy_201_0|cc_IHy_11_0,cc_IHy_or,cc,IHy,or,Very persuasive,NA,3,NA,3,0.3333333333333333,0.25,2,2,3,3,2.2,3,1,65,1,0,1,1,-2,0.25,0.25,"I think climate change is a hot topic where a lot of buzz words are thrown around to start controversy. From what I have been able to research I think there is a present danger from climate change. It may not be as extreme as some people make it out to be, but I think it is there. I don't think it would harm us to do a little more. Even if it isn't as bad as I think the results of being more environmentally responsible can only be good."
R_Ya9g1YpouDQaZNv,cc_IHy_201,cc_IHy_201_0,y,cc_IHy_176_0|cc_IHy_67_0|cc_IHy_197_0|cc_IHy_201_0|cc_IHy_11_0,cc_IHy_or,cc,IHy,or,Moderately persuasive,Moderately enjoyable,4,2,2,0.25,0.25,2,2,2,1,1.8333333333333333,2,1,65,1,0,1,1,-2,0.25,0.25,I think the US should do more to prevent climate change and extreme weather. I understand that this is a controversial issue for some people but I generally believe in the science. Not everyone experiences climate change in the same way but I personally live in California and have experienced drought and wildfires.
R_Ya9g1YpouDQaZNv,cc_IHy_11,cc_IHy_11_0,y,cc_IHy_176_0|cc_IHy_67_0|cc_IHy_197_0|cc_IHy_201_0|cc_IHy_11_0,cc_IHy_or,cc,IHy,or,Very persuasive,Moderately enjoyable,5,2,3,0.25,0.25,3,3,3,3,2.5,2.5,1,65,1,0,1,1,-2,0.25,0.25,"I think that climate change is the biggest issue facing the country, so the U.S. should do more to prevent climate change and extreme weather events. However, I also understand that many of the proposed ways to combat climate change will disrupt many people's lifestyles. That can be understandably concerning and even scary for many people. That being said, I still think it's important to take important steps to stopping climate change and helping climate refugees because climate change is putting many lives at risk."
R_2TMlp894ttr9scS,cc_IHn_47,cc_IHn_47_2,y,cc_IHn_47_2|cc_IHn_261_1|cc_IHn_55_1|cc_IHn_89_1|cc_IHn_51_2,cc_IHn_ed,cc,IHn,ed,Very persuasive,Extremely enjoyable,1,4,3,0.07142857142857142,0.07142857142857142,3,3,2,4,3.1666666666666665,3.5,0,25,0,0,0,2,1,0.07142857142857142,0.07142857142857142,"Gosh, I think the writing might be on the wall. U.S may need to prioritize climate change prevention. Personally I think it is dumb to lackadaisical about this issue, but I'm not sure. To me, I think this should be the number one issue the U.S needs to focus on."
R_2TMlp894ttr9scS,cc_IHn_261,cc_IHn_261_1,y,cc_IHn_47_2|cc_IHn_261_1|cc_IHn_55_1|cc_IHn_89_1|cc_IHn_51_2,cc_IHn_ed,cc,IHn,ed,Extremely persuasive,Extremely enjoyable,2,4,4,0.125,0.125,4,4,0,4,4,4,0,25,0,0,0,2,1,0.125,0.125,"The climate crisis is something to pay attention to. There is no doubt in my mind. We must act, but I'm not an expert. I believe to do otherwise is foolish."
R_2TMlp894ttr9scS,cc_IHn_55,cc_IHn_55_1,y,cc_IHn_47_2|cc_IHn_261_1|cc_IHn_55_1|cc_IHn_89_1|cc_IHn_51_2,cc_IHn_ed,cc,IHn,ed,Moderately persuasive,Very enjoyable,3,3,2,0.08333333333333333,0.08333333333333333,2,2,0,2,2.5,2.5,0,25,0,0,0,2,1,0.08333333333333333,0.08333333333333333,The US should do more to stop climate change and I feel that the government can do more to address the issue.
R_2TMlp894ttr9scS,cc_IHn_89,cc_IHn_89_1,y,cc_IHn_47_2|cc_IHn_261_1|cc_IHn_55_1|cc_IHn_89_1|cc_IHn_51_2,cc_IHn_ed,cc,IHn,ed,Extremely persuasive,Extremely enjoyable,4,4,4,0.06666666666666667,0.06666666666666667,4,4,0,4,4,4,0,25,0,0,0,2,1,0.06666666666666667,0.06666666666666667,"It is possible climate change is real. It is possibly taking place right before our very eyes. We are likely not taking enough steps to change our behavior. It is probably very important to act now to protect our planet, our current selves, and our future generations. The more we harm our planet, the worse the outlook could be. for our future generations."
R_2TMlp894ttr9scS,cc_IHn_51,cc_IHn_51_2,y,cc_IHn_47_2|cc_IHn_261_1|cc_IHn_55_1|cc_IHn_89_1|cc_IHn_51_2,cc_IHn_ed,cc,IHn,ed,Extremely persuasive,Very enjoyable,5,3,4,0.08333333333333333,0.08333333333333333,4,3,0,4,3.6666666666666665,3.5,0,25,0,0,0,2,1,0.08333333333333333,0.08333333333333333,I think we are going to die. I think climate change is real and those who state other wise are dumb and need to go back to school. I believe all the experts state climate change is here to stay and everyone. We possibly need more done now.
R_WcJ3iAqzDXltPPj,cc_IHn_173,cc_IHn_173_1,y,cc_IHn_173_1|cc_IHn_197_1|cc_IHn_237_1|cc_IHn_118_2|cc_IHn_169_1,cc_IHn_ed,cc,IHn,ed,Extremely persuasive,Extremely enjoyable,1,4,4,0.09090909090909091,0.09090909090909091,4,4,0,4,4,4,0,41,1,0,0,2,1,0.09090909090909091,0.09090909090909091,"I think the U.S should do more to prevent climate change, and I think that Republicans should read more to understand it. I think that the weather has been extreme. People are being largely effected by climate change. I think that not enough is being done to change or prevent it"
R_WcJ3iAqzDXltPPj,cc_IHn_197,cc_IHn_197_1,y,cc_IHn_173_1|cc_IHn_197_1|cc_IHn_237_1|cc_IHn_118_2|cc_IHn_169_1,cc_IHn_ed,cc,IHn,ed,Moderately persuasive,Very enjoyable,2,3,2,0.0625,0.0625,3,2,0,2,2.6666666666666665,2.5,0,41,1,0,0,2,1,0.0625,0.0625,"I think climate change represents a danger. Scientific results show that we are heading for a course of destruction, but I could be wrong. There are other opinions on this but I think we should act to counter climate change now before it is too late."
R_WcJ3iAqzDXltPPj,cc_IHn_237,cc_IHn_237_1,y,cc_IHn_173_1|cc_IHn_197_1|cc_IHn_237_1|cc_IHn_118_2|cc_IHn_169_1,cc_IHn_ed,cc,IHn,ed,Extremely persuasive,Extremely enjoyable,3,4,4,0.08333333333333333,0.08333333333333333,4,4,3,4,3.5,4,0,41,1,0,0,2,1,0.08333333333333333,0.08333333333333333,People and corporations probably should make changes to ameliorate climate change immediate. I think we need to impose regulations on corporations that would limit carbon emissions. We need to do something about climate change now. I am not an expert but I know that if we don't make changes that this planet will be uninhabitable soon.
R_WcJ3iAqzDXltPPj,cc_IHn_118,cc_IHn_118_2,y,cc_IHn_173_1|cc_IHn_197_1|cc_IHn_237_1|cc_IHn_118_2|cc_IHn_169_1,cc_IHn_ed,cc,IHn,ed,Extremely persuasive,Extremely enjoyable,4,4,4,0.1,0.1,3,4,3,4,3.3333333333333335,4,0,41,1,0,0,2,1,0.1,0.1,"Climate change is creating extreme weather events across our nation, and the U.S. is not doing enough to try to mitigate it. I'm no expert but I think the president and members of Congress should care more about our future. They often care more about making money and should be more willing to do something about climate change."
R_WcJ3iAqzDXltPPj,cc_IHn_169,cc_IHn_169_1,y,cc_IHn_173_1|cc_IHn_197_1|cc_IHn_237_1|cc_IHn_118_2|cc_IHn_169_1,cc_IHn_ed,cc,IHn,ed,Extremely persuasive,Extremely enjoyable,5,4,4,0.125,0.125,4,4,3,4,3.5,4,0,41,1,0,0,2,1,0.125,0.125,"Science has proven that we're in the middle of a climate crisis, and if we don't act now to cut our greenhouse gas emissions, Global Warming will most likely wreak dire consequences on the health of the planet. There's a chance that all plant and animal life will suffer the effects, and the damage this will deal to the economy will outweigh the costs it would take to stop the problem now before it begins."
R_31AjFjMjOcHObl7,im_IHn_34,im_IHn_34_0,n,im_IHn_34_0|im_IHn_86_0|im_IHn_56_0|im_IHn_2_0|im_IHn_18_0,im_IHn_or,im,IHn,or,Not at all persuasive,Not at all enjoyable,1,0,0,0.3333333333333333,0.3333333333333333,0,1,1,0,0.6666666666666666,0,0,44,1,0,1,-2,-3,0.3333333333333333,0.3333333333333333,"I certainly believe that recent immigration have done more good than harm in some important ways. For example, immigrants definitely have a positive impact on our economy by paying taxes, inadvertently raising the wages for some workers, and increasing the size of the labor force. This leads to a larger, more productive, and efficient economy which is good and I can see absolutely no problems with this. Immigrants also always contribute to the diversity of American culture through their ethnic cusines, language, and the arts. Anyone who does not think this way fails to recognize the obvious benefits of recent immigration."
R_31AjFjMjOcHObl7,im_IHn_86,im_IHn_86_0,n,im_IHn_34_0|im_IHn_86_0|im_IHn_56_0|im_IHn_2_0|im_IHn_18_0,im_IHn_or,im,IHn,or,Not at all persuasive,Not at all enjoyable,2,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0,0.6666666666666666,0,0,44,1,0,1,-2,-3,0.3333333333333333,0.3333333333333333,Immigration in recent years has been good. Anyone who tells you otherwise is lying. There is no reason to think that immigrants don't help our country. I am happy to have them here.
R_31AjFjMjOcHObl7,im_IHn_56,im_IHn_56_0,n,im_IHn_34_0|im_IHn_86_0|im_IHn_56_0|im_IHn_2_0|im_IHn_18_0,im_IHn_or,im,IHn,or,Slightly persuasive,Slightly enjoyable,3,1,1,0.3333333333333333,0.3333333333333333,1,1,0,0,1.3333333333333333,1,0,44,1,0,1,-2,-3,0.3333333333333333,0.3333333333333333,Recent immigration is a good thing. People with different viewpoints and life experiences bring fresh ideas on how to improve society. A lot of immigrants take jobs that no one else wants. You can't tell me that immigrants don't make this a better country.
R_31AjFjMjOcHObl7,im_IHn_2,im_IHn_2_0,n,im_IHn_34_0|im_IHn_86_0|im_IHn_56_0|im_IHn_2_0|im_IHn_18_0,im_IHn_or,im,IHn,or,Not at all persuasive,Not at all enjoyable,4,0,0,0.3333333333333333,0.3333333333333333,1,1,2,0,0.6666666666666666,0,0,44,1,0,1,-2,-3,0.3333333333333333,0.3333333333333333,"I am an immigrant so I know that the recent immigration has done more good than harm. I am tired of racist people saying other wise. Immigrants obviously feel in the gap to cheaper jobs. Also, american born people are not having kids and will lead to a population collapse."
R_31AjFjMjOcHObl7,im_IHn_18,im_IHn_18_0,n,im_IHn_34_0|im_IHn_86_0|im_IHn_56_0|im_IHn_2_0|im_IHn_18_0,im_IHn_or,im,IHn,or,Not at all persuasive,Not at all enjoyable,5,0,0,0.5,0.5,0,0,1,0,0.5,0,0,44,1,0,1,-2,-3,0.5,0.5,Anyone who believes that immigration is bad for the US is uneducated. People who do not like immigration are racist. I do not trust people who hold those views. They need to read a book and learn about what this nation was built on.
R_3IbgT3xZga5Z1Ug,cc_IHy_133,cc_IHy_133_0,y,cc_IHy_133_0|cc_IHy_36_0|cc_IHy_206_0|cc_IHy_44_0|cc_IHy_134_0,cc_IHy_or,cc,IHy,or,Not at all persuasive,Slightly enjoyable,1,1,0,0.25,0.25,1,1,1,1,1.1666666666666667,0.5,0,39,1,0,0,2,2,0.25,0.25,I believe that climate change is real and causing extreme weather events. I can see this just by looking out of my window. With this said I am not sure about every reason or what is causing it. I am also not a scientist so I can't be one-hundred percent sure.
R_3IbgT3xZga5Z1Ug,cc_IHy_36,cc_IHy_36_0,y,cc_IHy_133_0|cc_IHy_36_0|cc_IHy_206_0|cc_IHy_44_0|cc_IHy_134_0,cc_IHy_or,cc,IHy,or,Slightly persuasive,Slightly enjoyable,2,1,1,0.25,0.25,1,2,0,1,1.6666666666666667,1,0,39,1,0,0,2,2,0.25,0.25,"In my opinion, climate change is a real problem. I am not an expert but I have seen studies from scientists. Most scientists agree that climate change is a problem. There are many articles about it."
